Code,Company,Price,Change,Volume,Value,Capitalisation
FSF,Fonterra Shareholders' Fund (NS),$3.710,-$0.020 / -0.54%,"19,343","$72,096.29","$398,525,091"
GBF,Smartshares Global Bond ETF,$3.341,-$0.004 / -0.12%,"44,536","$148,882.09","$224,530,629"
GENWB,General Capital Limited,$0.002,$0.000 / 0.00%,0,$0.00,"$645,970"
GEO,Geo Limited,$0.128,-$0.001 / -0.78%,"487,103","$62,352.97","$14,550,591"
GFL,Geneva Finance Limited,$0.760,$0.000 / 0.00%,"9,266","$7,039.36","$55,430,809"
GNE,Genesis Energy Limited (NS),$3.380,-$0.030 / -0.88%,"295,365","$1,006,025.67","$3,527,262,040"
FWL,Foley Wines Limited,$1.490,$0.010 / 0.68%,"22,276","$33,177.55","$97,946,861"
GTK,Gentrack Group Limited,$1.960,-$0.020 / -1.01%,"72,110","$142,236.67","$193,936,753"
THL,Tourism Holdings Limited,$2.400,-$0.020 / -0.83%,"115,290","$277,761.19","$364,566,358"
NTL,New Talisman Gold Mines Limited,$0.003,$0.000 / 0.00%,"387,936","$1,163.86","$8,376,676"
HGH,Heartland Group Holdings Limited,$2.320,-$0.010 / -0.43%,"333,667","$781,600.51","$1,359,298,127"
HLG,Hallenstein Glasson Holdings Limited,$7.100,-$0.020 / -0.28%,"4,107","$29,157.36","$423,508,333"
HMY,Harmoney Corp Limited,$2.110,$0.100 / 4.98%,"23,419","$48,425.90","$212,925,848"
IFT,Infratil Limited,$7.585,$0.035 / 0.46%,"191,835","$1,454,507.92","$5,483,594,963"
IKE,ikeGPS Group Limited,$1.040,$0.000 / 0.00%,"54,428","$57,512.15","$164,614,701"
IPL,Investore Property Limited (NS),$2.040,-$0.010 / -0.49%,"80,597","$163,930.70","$750,995,467"
JPN,Smartshares Japan Equities ESG ETF,$2.267,$0.028 / 1.25%,"2,561","$5,841.46","$26,387,517"
JLG,Just Life Group Limited,$0.920,$0.000 / 0.00%,40,$37.20,"$89,579,518"
KFL,Kingfish Limited,$2.100,$0.020 / 0.96%,"135,773","$284,052.11","$659,791,738"
CDI,CDL Investments New Zealand Limited,$1.175,$0.005 / 0.43%,"3,474","$4,109.31","$337,827,802"
KMD,Kathmandu Holdings Limited,$1.460,$0.050 / 3.55%,"1,022,244","$1,474,707.19","$1,035,142,021"
KPG,Kiwi Property Group Limited,$1.170,-$0.010 / -0.85%,"434,700","$508,236.97","$1,837,011,031"
SNC,Southern Charter Financial Group Limited,$0.008,$0.000 / 0.00%,0,$0.00,"$4,119,156"
LIC,Livestock Improvement Corporation Limited (NS),$1.220,-$0.010 / -0.81%,"115,948","$141,518.48","$159,059,235"
LIV,Smartshares Healthcare Innovation ETF,$3.639,$0.009 / 0.25%,"14,389","$52,329.94","$38,353,896"
PYS,PaySauce Limited,$0.325,$0.000 / 0.00%,"15,830","$5,144.78","$44,993,794"
MCK,Millennium & Copthorne Hotels New Zealand Limited,$2.430,$0.000 / 0.00%,"2,812","$6,793.79","$256,313,345"
MCKPA,Millennium & Copthorne Hotels New Zealand Limited,$2.290,$0.000 / 0.00%,0,$0.00,"$120,773,553"
MDZ,Smartshares NZ Mid Cap ETF,$6.796,$0.043 / 0.64%,"14,938","$101,433.49","$202,797,221"
MEL,Meridian Energy Limited (NS),$5.170,$0.050 / 0.98%,"536,481","$2,772,169.53","$13,246,130,197"
MFB,My Food Bag Group Limited,$1.440,$0.000 / 0.00%,"360,098","$518,075.62","$349,110,035"
MFT,Mainfreight Limited,$95.390,$0.000 / 0.00%,"88,942","$8,486,186.79","$9,605,634,494"
MLN,Marlin Global Limited,$1.600,$0.010 / 0.63%,"89,031","$141,108.08","$304,415,944"
MLNWE,Marlin Global Limited,$0.242,-$0.016 / -6.20%,"10,000","$2,420.00","$11,436,163"
SVR,Savor Limited,$0.490,-$0.010 / -2.00%,"50,727","$24,912.11","$30,388,216"
MOV,Move Logistics Group Limited,$1.680,-$0.020 / -1.18%,"79,878","$135,443.85","$147,310,602"
MPG,Metro Performance Glass Limited,$0.440,-$0.005 / -1.12%,"205,042","$91,196.60","$81,566,358"
MCY,Mercury NZ Limited (NS),$6.640,-$0.020 / -0.30%,"501,111","$3,339,337.12","$9,045,678,195"
MWE,Marlborough Wine Estates Group Limited,$0.245,-$0.005 / -2.00%,"6,332","$1,559.88","$72,753,758"
GEN,General Capital Limited,$0.056,$0.000 / 0.00%,"8,335",$466.76,"$9,120,932"
MZY,Smartshares Australian Mid Cap ETF,$9.492,$0.072 / 0.76%,"10,701","$101,725.70","$185,400,345"
APL,Asset Plus Limited,$0.340,$0.005 / 1.49%,"231,746","$78,015.77","$123,324,052"
NGB,Smartshares S&P/NZX NZ Government Bond ETF,$2.370,$0.003 / 0.13%,"1,199","$2,840.85","$90,774,382"
NPF,Smartshares NZ Property ETF,$1.580,-$0.005 / -0.32%,"204,813","$323,286.06","$147,551,062"
NPH,Napier Port Holdings Limited,$3.300,$0.060 / 1.85%,"50,547","$166,571.18","$659,590,592"
MMH,Marsden Maritime Holdings Limited,$6.540,$0.070 / 1.08%,"18,990","$122,970.52","$270,106,258"
NTLOB,New Talisman Gold Mines Limited,$0.003,$0.000 / 0.00%,0,$0.00,"$51,109"
NWF,NZ Windfarms Limited,$0.265,-$0.010 / -3.64%,"292,550","$78,856.60","$76,336,850"
NZA,NZ Automotive Investments Limited,$1.140,-$0.010 / -0.87%,"2,312","$2,634.79","$51,932,130"
NZB,Smartshares NZ Bond ETF,$3.047,-$0.001 / -0.03%,"86,395","$263,197.52","$317,867,970"
NZC,Smartshares NZ Cash ETF,$2.950,$0.002 / 0.07%,996,"$2,938.19","$322,298,450"
BGI,Blackwell Global Holdings Limited,$0.005,$0.000 / 0.00%,"116,237",$581.23,"$2,511,652"
NZG,Smartshares S&P/NZX 50 ETF,$2.864,$0.005 / 0.17%,"32,302","$92,343.86","$264,346,747"
SMW,SMW Group Limited,$1.000,$0.000 / 0.00%,0,$0.00,"$54,122,884"
NZK,New Zealand King Salmon Investments Limited,$1.430,-$0.010 / -0.69%,"6,116","$8,668.33","$198,749,458"
NZL,New Zealand Rural Land Company Limited (NS),$1.110,$0.000 / 0.00%,"26,037","$28,952.99","$87,613,377"
NZM,NZME Limited,$1.000,$0.020 / 2.04%,"3,511","$3,484.16","$197,570,061"
NZO,New Zealand Oil & Gas Limited,$0.430,$0.000 / 0.00%,"25,052","$10,768.07","$70,705,209"
NZR,The New Zealand Refining Company Limited,$0.980,$0.020 / 2.08%,"996,553","$974,136.85","$307,214,868"
NZX,NZX Limited,$1.810,-$0.010 / -0.55%,"237,588","$431,641.77","$506,056,003"
OCA,Oceania Healthcare Limited,$1.530,$0.000 / 0.00%,"520,793","$795,853.80","$1,079,729,964"
OZY,Smartshares Australian Top 20 ETF,$4.396,$0.012 / 0.27%,"11,942","$52,540.77","$179,054,650"
PCTHA,Precinct Properties New Zealand Limited (NS),$1.200,-$0.004 / -0.33%,"50,000","$60,000.00","$180,000,000"
PEB,Pacific Edge Limited,$1.470,-$0.020 / -1.34%,"815,928","$1,218,242.13","$1,071,743,042"
PFI,Property for Industry Limited,$3.020,-$0.020 / -0.66%,"175,871","$533,041.46","$1,520,505,997"
PLP,Private Land and Property Fund,$1.180,$0.000 / 0.00%,71,$83.78,"$85,094,421"
POT,Port of Tauranga Limited,$7.260,-$0.040 / -0.55%,"138,610","$1,006,810.78","$4,938,735,001"
PPH,Pushpay Holdings Limited,$1.810,$0.040 / 2.26%,"1,587,347","$2,860,359.13","$2,062,599,996"
PHL,Promisia Healthcare Limited,$0.001,$0.000 / 0.00%,"1,700,000","$1,700.00","$21,284,975"
QEX,QEX Logistics Limited,$0.285,$0.000 / 0.00%,0,$0.00,"$16,142,586"
RAD,Radius Residential Care Limited,$0.540,$0.020 / 3.85%,"514,101","$269,731.30","$145,391,268"
RAK,Rakon Limited,$1.150,$0.020 / 1.77%,"533,298","$610,109.66","$263,413,563"
ARB,ArborGen Holdings Limited,$0.310,$0.005 / 1.64%,"38,334","$11,857.40","$155,381,960"
RBD,Restaurant Brands New Zealand Limited,$15.830,$0.130 / 0.83%,"8,662","$136,689.50","$1,974,927,419"
PGW,PGG Wrightson Limited,$3.760,-$0.040 / -1.05%,"44,383","$168,021.19","$283,820,152"
MEE,Me Today Limited,$0.085,$0.003 / 3.66%,"79,695","$6,733.53","$60,049,652"
RUA,Rua Bioscience Limited,$0.395,-$0.005 / -1.25%,"37,589","$15,011.01","$55,426,957"
RYM,Ryman Healthcare Limited,$15.560,-$0.240 / -1.52%,"415,474","$6,510,185.52","$7,780,000,000"
GSH,Good Spirits Hospitality Limited,$0.071,$0.001 / 1.43%,980,$68.90,"$4,099,147"
SAN,Sanford Limited (NS),$5.030,-$0.050 / -0.98%,"51,875","$262,587.29","$470,335,869"
SCL,Scales Corporation Limited,$5.070,-$0.060 / -1.17%,"72,713","$370,099.82","$721,941,824"
SCT,Scott Technology Limited,$2.990,$0.000 / 0.00%,"1,571","$4,697.29","$235,210,847"
SCY,Smiths City Group Limited (in receivership),$0.140,$0.000 / 0.00%,0,$0.00,"$7,376,341"
SDL,Solution Dynamics Limited,$3.000,-$0.030 / -0.99%,"5,121","$15,364.14","$43,919,430"
SEK,Seeka Limited,$5.340,$0.000 / 0.00%,"20,623","$110,008.15","$210,557,129"
SKC,SkyCity Entertainment Group Limited (NS),$3.380,$0.040 / 1.20%,"640,086","$2,162,172.98","$2,569,493,606"
SKO,Serko Limited,$8.210,$0.060 / 0.74%,"176,429","$1,439,040.86","$886,986,602"
SKT,Sky Network Television Limited,$0.205,-$0.010 / -4.65%,"2,355,999","$488,688.83","$358,110,309"
SKL,Skellerup Holdings Limited,$5.530,$0.030 / 0.55%,"140,444","$773,554.23","$1,079,878,392"
SML,Synlait Milk Limited (NS),$3.200,-$0.030 / -0.93%,"109,231","$351,215.06","$699,461,315"
PX1,Plexure Group Limited,$0.700,-$0.020 / -2.78%,"949,585","$674,247.07","$122,111,753"
GWC,Goodwood Capital Limited,$0.025,$0.000 / 0.00%,0,$0.00,"$835,245"
SPG,Stride Property Ltd & Stride Investment Management Ltd (NS),$2.670,-$0.020 / -0.74%,"1,508,601","$4,016,051.16","$1,263,537,511"
SPN,South Port New Zealand Limited,$9.200,$0.200 / 2.22%,850,"$7,810.44","$241,361,062"
SUM,Summerset Group Holdings Limited,$15.420,$0.000 / 0.00%,"88,766","$1,372,334.99","$3,540,537,982"
STU,Steel & Tube Holdings Limited,$1.110,$0.010 / 0.91%,"74,382","$82,380.91","$184,257,269"
TAH,Third Age Health Services Limited,$2.250,$0.010 / 0.45%,"12,903","$28,987.37","$21,937,500"
SPK,Spark New Zealand Limited,$4.910,$0.020 / 0.41%,"1,048,418","$5,137,647.51","$9,167,584,207"
TNZ,Smartshares NZ Top 10 ETF,$2.191,-$0.003 / -0.14%,"56,319","$123,384.16","$171,186,276"
TPW,Trustpower Limited,$7.850,$0.050 / 0.64%,"14,299","$112,050.43","$2,456,838,050"
TRU,TruScreen Group Limited,$0.064,$0.001 / 1.59%,"649,827","$41,071.57","$23,223,440"
VTL,Vital Limited,$0.700,$0.010 / 1.45%,"21,645","$15,035.86","$28,966,616"
TGG,T&G Global Limited,$2.950,$0.000 / 0.00%,"1,118","$3,308.00","$361,502,452"
TWF,Smartshares Total World ETF,$3.032,$0.005 / 0.17%,"82,087","$248,295.66","$140,010,347"
TWH,Smartshares Total World (NZD Hedged) ETF,$3.361,-$0.004 / -0.12%,"28,135","$94,730.75","$77,268,815"
TWR,Tower Limited,$0.695,$0.010 / 1.46%,"64,105","$44,228.66","$293,044,844"
USA,Smartshares US Equities ESG ETF,$3.024,$0.016 / 0.53%,"5,012","$15,121.68","$52,501,980"
USF,Smartshares US 500 ETF,$11.647,$0.008 / 0.07%,"30,115","$351,324.74","$426,944,009"
USG,Smartshares US Large Growth ETF,$8.386,$0.006 / 0.07%,"21,479","$180,353.32","$184,985,650"
USM,Smartshares US Mid Cap ETF,$6.917,-$0.040 / -0.57%,"3,365","$23,408.15","$101,906,397"
USS,Smartshares US Small Cap ETF,$6.343,$0.056 / 0.89%,"1,597","$10,096.90","$89,396,409"
USV,Smartshares US Large Value ETF,$4.003,$0.005 / 0.13%,"2,388","$9,527.67","$74,028,184"
VCT,Vector Limited (NS),$4.210,$0.010 / 0.24%,"85,557","$358,513.66","$4,210,000,000"
VGL,Vista Group International Limited,$2.430,$0.020 / 0.83%,"82,588","$199,619.17","$556,019,993"
AFC,AFC Group Holdings Limited,$0.001,$0.000 / 0.00%,0,$0.00,"$3,664,216"
TRA,Turners Automotive Group Limited,$4.450,-$0.040 / -0.89%,"50,134","$223,855.14","$383,008,154"
WDT,Wellington Drive Technologies Limited,$0.132,-$0.005 / -3.65%,"608,772","$83,052.06","$57,012,730"
WHS,The Warehouse Group Limited,$3.860,$0.060 / 1.58%,"143,141","$550,424.19","$1,338,814,443"
ZEL,Z Energy Limited,$3.540,-$0.010 / -0.28%,"403,140","$1,426,969.28","$1,841,284,870"
