Code,Company,Price,Change,Volume,Value,Capitalisation
CGF,Cooks Global Foods Limited,$0.042,-$0.001 / -2.33%,"48,883","$2,101.04","$26,369,021"
VHP,Vital Healthcare Property Trust,$3.215,$0.035 / 1.10%,"262,443","$841,809.73","$1,684,157,094"
CMO,The Colonial Motor Company Limited,$10.500,$0.150 / 1.45%,"11,510","$120,712.17","$343,293,636"
CNU,Chorus Limited (NS),$7.060,-$0.140 / -1.94%,"92,876","$656,247.27","$3,155,995,681"
CO2,Carbon Fund,$1.950,$0.000 / 0.00%,"249,329","$491,825.28","$50,320,128"
GMT,Goodman Property Trust (NS),$2.545,-$0.035 / -1.36%,"194,743","$498,787.01","$3,556,136,995"
CVT,Comvita Limited,$3.700,$0.010 / 0.27%,"158,357","$585,666.55","$260,417,193"
DGL,Delegat Group Limited,$14.000,$0.200 / 1.45%,"6,999","$97,166.72","$1,415,822,688"
DIV,Smartshares NZ Dividend ETF,$1.359,-$0.011 / -0.80%,"145,474","$198,659.10","$112,670,900"
SPY,Smartpay Holdings Limited,$0.770,-$0.005 / -0.65%,"67,261","$51,519.02","$183,479,422"
EBO,Ebos Group Limited,$34.850,-$0.300 / -0.85%,"120,478","$4,212,147.18","$5,721,481,883"
ACE,Ascension Capital Limited,$0.001,$0.000 / 0.00%,0,$0.00,"$1,914,888"
EMF,Smartshares Emerging Markets ETF,$1.469,$0.001 / 0.07%,"66,916","$98,411.76","$158,827,039"
EMG,Smartshares Emerging Markets Equities ESG ETF,$2.477,-$0.018 / -0.72%,"4,179","$10,329.62","$38,474,438"
ENS,Enprise Group Limited,$2.260,-$0.065 / -2.80%,"1,757","$4,021.09","$36,516,400"
ERD,EROAD Limited,$6.230,-$0.040 / -0.64%,"18,034","$113,161.15","$604,445,733"
ESG,Smartshares Global Equities ESG ETF,$2.723,-$0.045 / -1.63%,"29,275","$80,551.13","$22,737,638"
EUF,Smartshares Europe ETF,$1.974,-$0.036 / -1.79%,"46,112","$91,589.01","$203,600,405"
EUG,Smartshares Europe Equities ESG ETF,$2.832,-$0.021 / -0.74%,"2,869","$8,120.81","$41,128,912"
EVO,Evolve Education Group Limited,$0.700,$0.040 / 6.06%,"41,951","$28,471.75","$111,684,639"
FPH,Fisher & Paykel Healthcare Corporation Limited,$33.690,$0.240 / 0.72%,"134,460","$4,496,086.29","$19,420,881,306"
FBU,Fletcher Building Limited,$7.330,-$0.020 / -0.27%,"726,968","$5,309,023.33","$6,019,044,299"
FNZ,Smartshares NZ Top 50 ETF,$3.595,-$0.007 / -0.19%,"199,126","$716,959.74","$807,620,989"
FRE,Freightways Limited,$12.800,-$0.010 / -0.08%,"52,986","$678,404.24","$2,121,452,109"
FSF,Fonterra Shareholders' Fund (NS),$3.740,$0.000 / 0.00%,"24,641","$91,598.64","$401,747,666"
GBF,Smartshares Global Bond ETF,$3.345,$0.002 / 0.06%,"50,977","$170,431.81","$224,498,397"
GENWB,General Capital Limited,$0.002,$0.000 / 0.00%,0,$0.00,"$645,970"
GEO,Geo Limited,$0.129,$0.000 / 0.00%,"191,508","$24,765.06","$14,664,268"
GFL,Geneva Finance Limited,$0.750,$0.020 / 2.74%,"23,464","$17,530.43","$54,701,456"
GNE,Genesis Energy Limited (NS),$3.415,-$0.005 / -0.15%,"175,711","$599,364.89","$3,563,786,943"
FWL,Foley Wines Limited,$1.490,$0.010 / 0.68%,"13,580","$20,225.54","$97,946,861"
GTK,Gentrack Group Limited,$1.980,$0.040 / 2.06%,"33,362","$65,129.13","$195,915,700"
THL,Tourism Holdings Limited,$2.430,$0.010 / 0.41%,"53,845","$129,756.37","$369,123,437"
NTL,New Talisman Gold Mines Limited,$0.003,$0.000 / 0.00%,"1,310,445","$3,931.31","$8,376,676"
HGH,Heartland Group Holdings Limited,$2.330,$0.010 / 0.43%,"194,131","$454,015.17","$1,365,157,170"
HLG,Hallenstein Glasson Holdings Limited,$7.130,-$0.020 / -0.28%,"4,143","$29,592.96","$425,297,805"
HMY,Harmoney Corp Limited,$2.010,-$0.020 / -0.99%,"2,800","$5,675.33","$202,834,575"
IFT,Infratil Limited,$7.505,-$0.015 / -0.20%,"160,261","$1,204,260.71","$5,425,758,760"
IKE,ikeGPS Group Limited,$1.040,-$0.010 / -0.95%,"49,763","$51,737.93","$164,614,701"
IPL,Investore Property Limited (NS),$2.050,$0.010 / 0.49%,"63,564","$129,180.44","$754,676,818"
JPN,Smartshares Japan Equities ESG ETF,$2.239,$0.048 / 2.19%,"11,534","$25,715.56","$26,061,602"
JLG,Just Life Group Limited,$0.920,$0.000 / 0.00%,"1,461","$1,343.04","$89,579,518"
KFL,Kingfish Limited,$2.090,$0.000 / 0.00%,"91,344","$191,038.25","$656,649,873"
CDI,CDL Investments New Zealand Limited,$1.170,$0.010 / 0.86%,"4,120","$4,818.93","$336,390,237"
KMD,Kathmandu Holdings Limited,$1.400,$0.020 / 1.45%,"607,774","$847,850.48","$992,601,938"
KPG,Kiwi Property Group Limited,$1.170,$0.000 / 0.00%,"356,900","$415,651.90","$1,837,011,031"
SNC,Southern Charter Financial Group Limited,$0.008,$0.000 / 0.00%,0,$0.00,"$4,119,156"
LIC,Livestock Improvement Corporation Limited (NS),$1.230,-$0.070 / -5.38%,"29,014","$35,723.22","$160,362,999"
LIV,Smartshares Healthcare Innovation ETF,$3.603,-$0.041 / -1.13%,"46,629","$168,985.62","$37,974,467"
PYS,PaySauce Limited,$0.325,-$0.005 / -1.52%,"15,295","$5,017.95","$44,993,794"
MCK,Millennium & Copthorne Hotels New Zealand Limited,$2.430,$0.000 / 0.00%,"2,514","$6,085.07","$256,313,345"
MCKPA,Millennium & Copthorne Hotels New Zealand Limited,$2.290,$0.000 / 0.00%,0,$0.00,"$120,773,553"
MDZ,Smartshares NZ Mid Cap ETF,$6.753,-$0.056 / -0.82%,"12,955","$87,839.42","$201,514,072"
MEL,Meridian Energy Limited (NS),$5.135,-$0.080 / -1.53%,"321,670","$1,664,937.07","$13,156,456,201"
MFB,My Food Bag Group Limited,$1.430,-$0.010 / -0.69%,"138,693","$197,479.10","$346,685,659"
MFT,Mainfreight Limited,$96.000,$0.550 / 0.58%,"98,951","$9,438,040.26","$9,667,060,608"
MLN,Marlin Global Limited,$1.590,$0.000 / 0.00%,"58,924","$93,372.03","$302,513,344"
MLNWE,Marlin Global Limited,$0.258,$0.000 / 0.00%,"5,000","$1,276.01","$12,192,272"
SVR,Savor Limited,$0.520,-$0.010 / -1.89%,"2,833","$1,497.55","$32,248,719"
MOV,Move Logistics Group Limited,$1.700,-$0.050 / -2.86%,"64,100","$110,782.41","$149,064,299"
MPG,Metro Performance Glass Limited,$0.445,-$0.005 / -1.11%,"59,819","$26,690.84","$82,493,248"
MCY,Mercury NZ Limited (NS),$6.660,-$0.020 / -0.30%,"280,921","$1,874,052.73","$9,072,924,214"
MWE,Marlborough Wine Estates Group Limited,$0.250,-$0.010 / -3.85%,"47,392","$11,815.98","$74,238,529"
GEN,General Capital Limited,$0.056,-$0.001 / -1.75%,"8,992",$503.55,"$9,120,932"
MZY,Smartshares Australian Mid Cap ETF,$9.420,-$0.061 / -0.64%,"22,467","$211,793.16","$183,994,021"
APL,Asset Plus Limited,$0.335,-$0.005 / -1.47%,"234,957","$78,578.54","$121,510,463"
NGB,Smartshares S&P/NZX NZ Government Bond ETF,$2.368,-$0.010 / -0.42%,"1,330","$3,150.14","$90,697,779"
NPF,Smartshares NZ Property ETF,$1.583,$0.012 / 0.76%,"238,325","$377,393.37","$147,831,222"
NPH,Napier Port Holdings Limited,$3.280,$0.030 / 0.92%,"115,844","$381,258.55","$655,593,073"
MMH,Marsden Maritime Holdings Limited,$6.470,$0.030 / 0.47%,"10,328","$66,394.59","$267,215,212"
NTLOB,New Talisman Gold Mines Limited,$0.003,$0.000 / 0.00%,0,$0.00,"$51,109"
NWF,NZ Windfarms Limited,$0.270,-$0.005 / -1.82%,"559,897","$153,279.35","$77,777,168"
NZA,NZ Automotive Investments Limited,$1.150,$0.000 / 0.00%,86,$97.24,"$52,387,675"
NZB,Smartshares NZ Bond ETF,$3.048,-$0.002 / -0.07%,"169,216","$515,801.96","$317,667,492"
NZC,Smartshares NZ Cash ETF,$2.948,-$0.002 / -0.07%,"17,766","$52,409.73","$322,079,943"
BGI,Blackwell Global Holdings Limited,$0.005,$0.000 / 0.00%,"76,699",$383.55,"$2,511,652"
NZG,Smartshares S&P/NZX 50 ETF,$2.853,-$0.012 / -0.42%,"76,564","$218,503.37","$263,331,449"
SMW,SMW Group Limited,$1.000,$0.000 / 0.00%,0,$0.00,"$54,122,884"
NZK,New Zealand King Salmon Investments Limited,$1.420,-$0.030 / -2.07%,"39,799","$56,574.89","$197,359,602"
NZL,New Zealand Rural Land Company Limited (NS),$1.110,$0.000 / 0.00%,"23,343","$25,807.47","$87,613,377"
NZM,NZME Limited,$0.990,$0.010 / 1.02%,"88,345","$87,984.00","$195,594,360"
NZO,New Zealand Oil & Gas Limited,$0.430,$0.015 / 3.61%,"37,903","$16,285.48","$70,705,209"
NZR,The New Zealand Refining Company Limited,$0.960,-$0.020 / -2.04%,"397,067","$386,745.40","$300,945,177"
NZX,NZX Limited,$1.810,-$0.040 / -2.16%,"233,980","$426,375.41","$506,056,003"
OCA,Oceania Healthcare Limited,$1.530,$0.000 / 0.00%,"575,630","$875,024.77","$1,079,729,964"
OZY,Smartshares Australian Top 20 ETF,$4.370,-$0.025 / -0.57%,"25,010","$109,092.56","$177,995,637"
PCTHA,Precinct Properties New Zealand Limited (NS),$1.204,$0.000 / 0.00%,0,$0.00,"$180,600,000"
PEB,Pacific Edge Limited,$1.470,$0.060 / 4.26%,"375,825","$541,508.82","$1,071,743,042"
PFI,Property for Industry Limited,$3.025,-$0.010 / -0.33%,"146,709","$444,281.23","$1,523,023,391"
PLP,Private Land and Property Fund,$1.180,$0.000 / 0.00%,"5,900","$6,962.00","$85,094,421"
POT,Port of Tauranga Limited,$7.310,-$0.070 / -0.95%,"78,750","$573,571.43","$4,972,748,327"
PPH,Pushpay Holdings Limited,$1.780,$0.030 / 1.71%,"656,418","$1,152,971.78","$2,028,413,256"
PHL,Promisia Healthcare Limited,$0.001,$0.000 / 0.00%,"1,000,000","$1,000.00","$21,284,975"
QEX,QEX Logistics Limited,$0.285,$0.000 / 0.00%,0,$0.00,"$16,142,586"
RAD,Radius Residential Care Limited,$0.520,$0.010 / 1.96%,"70,880","$36,779.74","$140,006,406"
RAK,Rakon Limited,$1.120,$0.030 / 2.75%,"500,963","$550,394.72","$256,541,905"
ARB,ArborGen Holdings Limited,$0.305,-$0.005 / -1.61%,"62,857","$19,167.97","$152,875,799"
RBD,Restaurant Brands New Zealand Limited,$15.750,$0.240 / 1.55%,"13,960","$219,563.58","$1,964,946,737"
PGW,PGG Wrightson Limited,$3.800,-$0.050 / -1.30%,"71,304","$271,789.16","$286,839,515"
MEE,Me Today Limited,$0.082,$0.001 / 1.23%,"21,200","$1,711.48","$57,930,252"
RUA,Rua Bioscience Limited,$0.400,-$0.005 / -1.23%,"189,045","$75,708.33","$56,128,564"
RYM,Ryman Healthcare Limited,$15.800,$0.000 / 0.00%,"366,650","$5,759,167.95","$7,900,000,000"
GSH,Good Spirits Hospitality Limited,$0.070,$0.000 / 0.00%,"2,729",$191.03,"$4,041,412"
SAN,Sanford Limited (NS),$5.080,-$0.040 / -0.78%,"55,050","$280,514.23","$475,011,176"
SCL,Scales Corporation Limited,$5.130,-$0.010 / -0.19%,"44,180","$226,644.89","$730,485,514"
SCT,Scott Technology Limited,$2.990,$0.000 / 0.00%,"17,718","$53,098.05","$235,210,847"
SCY,Smiths City Group Limited (in receivership),$0.140,$0.000 / 0.00%,0,$0.00,"$7,376,341"
SDL,Solution Dynamics Limited,$3.030,$0.000 / 0.00%,"4,687","$14,201.61","$44,358,624"
SEK,Seeka Limited,$5.330,-$0.010 / -0.19%,"15,469","$82,475.04","$210,162,827"
SKC,SkyCity Entertainment Group Limited (NS),$3.360,-$0.010 / -0.30%,"23,200","$77,774.40","$2,554,289,502"
SKO,Serko Limited,$8.260,-$0.060 / -0.72%,"98,747","$803,924.66","$892,388,470"
SKT,Sky Network Television Limited,$0.205,$0.000 / 0.00%,"5,780,714","$1,235,021.32","$358,110,309"
SKL,Skellerup Holdings Limited,$5.500,$0.010 / 0.18%,"292,368","$1,606,189.50","$1,074,020,101"
SML,Synlait Milk Limited (NS),$3.240,-$0.110 / -3.28%,"107,034","$349,714.57","$708,204,582"
PX1,Plexure Group Limited,$0.730,$0.070 / 10.61%,"1,616,811","$1,152,086.21","$127,345,114"
GWC,Goodwood Capital Limited,$0.025,$0.000 / 0.00%,0,$0.00,"$835,245"
SPG,Stride Property Ltd & Stride Investment Management Ltd (NS),$2.670,-$0.030 / -1.11%,"1,554,017","$4,179,818.10","$1,263,537,511"
SPN,South Port New Zealand Limited,$9.100,-$0.020 / -0.22%,"2,143","$19,347.40","$238,737,572"
SUM,Summerset Group Holdings Limited,$15.430,$0.029 / 0.19%,"54,862","$844,436.75","$3,542,834,050"
STU,Steel & Tube Holdings Limited,$1.100,$0.000 / 0.00%,"96,753","$107,023.56","$182,597,294"
TAH,Third Age Health Services Limited,$2.240,$0.000 / 0.00%,"12,444","$27,952.81","$21,840,000"
SPK,Spark New Zealand Limited,$4.875,$0.045 / 0.93%,"324,360","$1,577,051.61","$9,102,234,828"
TNZ,Smartshares NZ Top 10 ETF,$2.194,-$0.005 / -0.23%,"34,887","$76,282.72","$171,420,671"
TPW,Trustpower Limited,$7.870,-$0.030 / -0.38%,"807,648","$6,302,749.56","$2,463,097,510"
TRU,TruScreen Group Limited,$0.063,$0.000 / 0.00%,"1,024,507","$63,702.20","$22,860,574"
VTL,Vital Limited,$0.690,$0.020 / 2.99%,"5,412","$3,714.25","$28,552,807"
TGG,T&G Global Limited,$2.950,-$0.030 / -1.01%,"1,111","$3,296.32","$361,502,452"
TWF,Smartshares Total World ETF,$3.027,-$0.013 / -0.43%,"64,939","$196,578.09","$139,688,649"
TWH,Smartshares Total World (NZD Hedged) ETF,$3.375,$0.008 / 0.24%,"19,147","$64,464.35","$77,590,673"
TWR,Tower Limited,$0.685,$0.000 / 0.00%,"76,109","$51,941.21","$288,828,372"
USA,Smartshares US Equities ESG ETF,$3.021,-$0.013 / -0.43%,"35,664","$107,504.11","$52,449,895"
USF,Smartshares US 500 ETF,$11.666,-$0.068 / -0.58%,"53,615","$624,054.20","$426,765,542"
USG,Smartshares US Large Growth ETF,$8.389,-$0.024 / -0.29%,"185,872","$1,556,939.75","$184,170,982"
USM,Smartshares US Mid Cap ETF,$6.957,-$0.055 / -0.78%,"5,026","$34,813.93","$101,869,577"
USS,Smartshares US Small Cap ETF,$6.287,-$0.042 / -0.66%,"10,772","$68,062.19","$88,795,771"
USV,Smartshares US Large Value ETF,$3.998,-$0.035 / -0.87%,"13,953","$55,606.42","$73,775,798"
VCT,Vector Limited (NS),$4.210,-$0.070 / -1.64%,"70,225","$296,394.15","$4,210,000,000"
VGL,Vista Group International Limited,$2.370,-$0.060 / -2.47%,"41,869","$99,919.03","$542,291,104"
AFC,AFC Group Holdings Limited,$0.001,$0.000 / 0.00%,0,$0.00,"$3,664,216"
TRA,Turners Automotive Group Limited,$4.490,$0.000 / 0.00%,"30,932","$137,651.77","$386,450,924"
WDT,Wellington Drive Technologies Limited,$0.135,$0.010 / 8.00%,"224,112","$29,076.94","$58,308,474"
WHS,The Warehouse Group Limited,$3.770,-$0.030 / -0.79%,"57,641","$218,550.28","$1,307,598,562"
ZEL,Z Energy Limited,$3.540,-$0.010 / -0.28%,"796,504","$2,818,292.24","$1,841,284,870"
