Code,Company,Price,Change,Volume,Value,Capitalisation
FRE,Freightways Limited,$12.500,-$0.150 / -1.19%,"168,210","$2,110,737.11","$2,071,730,575"
FSF,Fonterra Shareholders' Fund (NS),$3.690,$0.000 / 0.00%,"10,223","$37,850.51","$396,376,708"
GBF,Smartshares Global Bond ETF,$3.339,$0.002 / 0.06%,"45,223","$150,967.68","$224,262,660"
GENWB,General Capital Limited,$0.002,$0.000 / 0.00%,0,$0.00,"$645,970"
GEO,Geo Limited,$0.132,$0.002 / 1.54%,"31,094","$4,081.34","$15,005,297"
GFL,Geneva Finance Limited,$0.750,-$0.010 / -1.32%,"2,448","$1,837.49","$54,701,456"
GNE,Genesis Energy Limited (NS),$3.355,$0.005 / 0.15%,"233,176","$783,558.88","$3,501,172,824"
FWL,Foley Wines Limited,$1.500,$0.010 / 0.67%,"3,366","$5,074.72","$98,604,222"
GTK,Gentrack Group Limited,$1.960,$0.020 / 1.03%,"31,497","$61,422.36","$193,936,753"
THL,Tourism Holdings Limited,$2.380,$0.010 / 0.42%,"46,566","$110,211.00","$361,528,305"
NTL,New Talisman Gold Mines Limited,$0.003,$0.000 / 0.00%,"225,641",$676.93,"$8,376,676"
HGH,Heartland Group Holdings Limited,$2.240,-$0.040 / -1.75%,"187,627","$425,256.68","$1,312,425,778"
HLG,Hallenstein Glasson Holdings Limited,$7.120,-$0.020 / -0.28%,"10,297","$73,438.37","$424,701,314"
HMY,Harmoney Corp Limited,$1.950,-$0.060 / -2.99%,"1,997","$3,939.35","$196,779,812"
IFT,Infratil Limited,$7.615,$0.150 / 2.01%,"778,210","$5,901,383.05","$5,505,283,539"
IKE,ikeGPS Group Limited,$1.050,-$0.010 / -0.94%,"1,055","$1,106.18","$166,197,534"
IPL,Investore Property Limited (NS),$2.000,-$0.010 / -0.50%,"73,950","$147,190.73","$736,270,066"
JPN,Smartshares Japan Equities ESG ETF,$2.298,$0.015 / 0.66%,"1,346","$3,090.16","$26,748,352"
JLG,Just Life Group Limited,$0.920,-$0.020 / -2.13%,"8,194","$7,540.21","$89,579,518"
KFL,Kingfish Limited,$2.050,$0.010 / 0.49%,"38,240","$78,463.87","$644,082,411"
CDI,CDL Investments New Zealand Limited,$1.170,$0.000 / 0.00%,"4,745","$5,550.05","$336,390,237"
KMD,Kathmandu Holdings Limited,$1.440,$0.020 / 1.41%,"472,073","$684,887.77","$1,020,961,993"
KPG,Kiwi Property Group Limited,$1.150,-$0.005 / -0.43%,"602,247","$693,408.02","$1,805,609,133"
SNC,Southern Charter Financial Group Limited,$0.008,$0.000 / 0.00%,0,$0.00,"$4,119,156"
LIC,Livestock Improvement Corporation Limited (NS),$1.220,$0.000 / 0.00%,"1,427","$1,740.94","$159,059,235"
LIV,Smartshares Healthcare Innovation ETF,$3.589,$0.008 / 0.22%,"63,106","$226,878.07","$37,683,352"
PYS,PaySauce Limited,$0.325,-$0.005 / -1.52%,"7,682","$2,497.24","$44,993,794"
MCK,Millennium & Copthorne Hotels New Zealand Limited,$2.390,$0.030 / 1.27%,"3,987","$9,423.56","$252,094,196"
MCKPA,Millennium & Copthorne Hotels New Zealand Limited,$2.290,$0.000 / 0.00%,0,$0.00,"$120,773,553"
MDZ,Smartshares NZ Mid Cap ETF,$6.662,-$0.036 / -0.54%,"4,545","$30,466.36","$198,798,570"
MEL,Meridian Energy Limited (NS),$5.115,-$0.065 / -1.25%,"424,897","$2,189,054.71","$13,105,213,918"
MFB,My Food Bag Group Limited,$1.360,-$0.030 / -2.16%,"163,505","$225,885.23","$329,715,033"
MFT,Mainfreight Limited,$94.040,-$0.500 / -0.53%,"154,030","$14,483,967.28","$9,469,691,454"
MLN,Marlin Global Limited,$1.560,$0.000 / 0.00%,"3,308","$5,131.01","$296,805,545"
MLNWE,Marlin Global Limited,$0.250,$0.000 / 0.00%,0,$0.00,"$11,814,218"
SVR,Savor Limited,$0.480,$0.000 / 0.00%,"2,158","$1,038.39","$29,768,048"
MOV,Move Logistics Group Limited,$1.580,-$0.020 / -1.25%,"26,836","$42,857.86","$138,542,114"
MPG,Metro Performance Glass Limited,$0.445,$0.005 / 1.14%,"80,749","$35,557.92","$82,493,248"
MCY,Mercury NZ Limited (NS),$6.635,-$0.045 / -0.67%,"405,174","$2,694,682.01","$9,038,866,690"
MWE,Marlborough Wine Estates Group Limited,$0.255,$0.005 / 2.00%,"47,094","$11,996.79","$75,723,299"
GEN,General Capital Limited,$0.059,$0.003 / 5.36%,"3,040",$172.14,"$9,609,553"
MZY,Smartshares Australian Mid Cap ETF,$9.329,$0.053 / 0.57%,"9,420","$87,981.89","$182,916,259"
APL,Asset Plus Limited,$0.330,-$0.010 / -2.94%,"75,705","$25,364.72","$119,696,874"
NGB,Smartshares S&P/NZX NZ Government Bond ETF,$2.400,$0.000 / 0.00%,308,$732.08,"$91,923,425"
NPF,Smartshares NZ Property ETF,$1.561,-$0.012 / -0.76%,"63,405","$98,618.14","$144,996,214"
NPH,Napier Port Holdings Limited,$3.260,$0.040 / 1.24%,"20,954","$68,002.47","$651,595,555"
MMH,Marsden Maritime Holdings Limited,$6.640,$0.080 / 1.22%,"9,603","$63,582.25","$274,236,323"
NTLOB,New Talisman Gold Mines Limited,$0.003,$0.000 / 0.00%,0,$0.00,"$51,109"
NWF,NZ Windfarms Limited,$0.245,-$0.005 / -2.00%,"1,142,649","$277,767.66","$70,575,578"
NZA,NZ Automotive Investments Limited,$1.140,$0.000 / 0.00%,87,$98.33,"$51,932,130"
NZB,Smartshares NZ Bond ETF,$3.046,-$0.001 / -0.03%,"10,619","$32,346.71","$317,306,748"
NZC,Smartshares NZ Cash ETF,$2.950,-$0.001 / -0.03%,"182,066","$536,847.70","$322,386,950"
BGI,Blackwell Global Holdings Limited,$0.005,$0.000 / 0.00%,"27,494",$137.48,"$2,511,652"
NZG,Smartshares S&P/NZX 50 ETF,$2.810,-$0.012 / -0.43%,"363,113","$1,025,039.04","$259,643,556"
SMW,SMW Group Limited,$1.000,$0.000 / 0.00%,0,$0.00,"$54,122,884"
NZK,New Zealand King Salmon Investments Limited,$1.420,$0.020 / 1.43%,"3,729","$5,292.36","$197,359,602"
NZL,New Zealand Rural Land Company Limited (NS),$1.100,-$0.010 / -0.90%,753,$830.29,"$86,824,067"
NZM,NZME Limited,$0.990,-$0.020 / -1.98%,"49,582","$49,168.05","$195,594,360"
NZO,New Zealand Oil & Gas Limited,$0.420,-$0.005 / -1.18%,"36,480","$15,193.65","$69,060,902"
NZR,The New Zealand Refining Company Limited,$0.980,-$0.010 / -1.01%,"159,466","$157,139.74","$307,214,868"
NZX,NZX Limited,$1.720,-$0.030 / -1.71%,"122,202","$210,989.95","$480,892,997"
OCA,Oceania Healthcare Limited,$1.530,-$0.010 / -0.65%,"1,409,770","$2,155,488.64","$1,079,729,964"
OZY,Smartshares Australian Top 20 ETF,$4.315,-$0.031 / -0.71%,"19,851","$85,794.14","$175,755,417"
PCTHA,Precinct Properties New Zealand Limited (NS),$1.190,$0.000 / 0.00%,0,$0.00,"$178,500,000"
PEB,Pacific Edge Limited,$1.420,$0.000 / 0.00%,"212,808","$299,790.66","$1,035,289,197"
PFI,Property for Industry Limited,$2.960,-$0.035 / -1.17%,"154,218","$456,491.58","$1,493,187,072"
PLP,Private Land and Property Fund,$1.180,$0.000 / 0.00%,290,$341.86,"$85,254,288"
POT,Port of Tauranga Limited,$7.130,$0.150 / 2.15%,"160,355","$1,132,296.99","$4,850,415,380"
PPH,Pushpay Holdings Limited,$1.830,-$0.020 / -1.08%,"638,217","$1,171,531.19","$2,085,391,156"
PHL,Promisia Healthcare Limited,$0.001,$0.000 / 0.00%,0,$0.00,"$21,284,975"
QEX,QEX Logistics Limited,$0.285,$0.000 / 0.00%,0,$0.00,"$16,142,586"
RAD,Radius Residential Care Limited,$0.570,$0.000 / 0.00%,"328,221","$188,501.21","$153,468,561"
RAK,Rakon Limited,$1.100,-$0.070 / -5.98%,"231,247","$261,350.13","$251,960,799"
ARB,ArborGen Holdings Limited,$0.315,-$0.005 / -1.56%,"326,083","$103,407.29","$157,888,121"
RBD,Restaurant Brands New Zealand Limited,$15.600,$0.000 / 0.00%,"6,152","$95,944.51","$1,946,232,959"
PGW,PGG Wrightson Limited,$3.640,$0.020 / 0.55%,"20,441","$74,201.62","$274,762,062"
MEE,Me Today Limited,$0.083,-$0.002 / -2.35%,"45,251","$3,781.76","$58,636,719"
RUA,Rua Bioscience Limited,$0.400,-$0.005 / -1.23%,"60,268","$24,072.83","$56,128,564"
RYM,Ryman Healthcare Limited,$15.000,$0.200 / 1.35%,"190,725","$2,857,798.06","$7,500,000,000"
GSH,Good Spirits Hospitality Limited,$0.072,-$0.001 / -1.37%,"4,074",$296.15,"$4,156,881"
SAN,Sanford Limited (NS),$5.050,-$0.150 / -2.88%,"25,848","$133,992.68","$472,205,992"
SCL,Scales Corporation Limited,$5.070,$0.020 / 0.40%,"40,937","$208,174.24","$721,941,824"
SCT,Scott Technology Limited,$2.870,-$0.130 / -4.33%,"6,006","$17,158.42","$225,770,946"
SCY,Smiths City Group Limited (in receivership),$0.140,$0.000 / 0.00%,0,$0.00,"$7,376,341"
SDL,Solution Dynamics Limited,$3.090,$0.000 / 0.00%,247,$756.98,"$45,237,013"
SEK,Seeka Limited,$5.390,-$0.010 / -0.19%,"5,982","$32,254.44","$212,528,638"
SKC,SkyCity Entertainment Group Limited (NS),$3.300,-$0.020 / -0.60%,"244,998","$812,694.68","$2,508,677,190"
SKO,Serko Limited,$7.620,-$0.180 / -2.31%,"35,686","$276,201.50","$823,244,569"
SKT,Sky Network Television Limited,$0.210,-$0.005 / -2.33%,"3,581,551","$760,018.75","$366,844,707"
SKL,Skellerup Holdings Limited,$5.480,$0.030 / 0.55%,"52,366","$287,223.50","$1,070,114,573"
SML,Synlait Milk Limited (NS),$3.120,-$0.030 / -0.95%,"84,614","$265,306.60","$681,974,782"
PX1,Plexure Group Limited,$0.610,-$0.010 / -1.61%,"150,646","$92,685.79","$106,411,671"
GWC,Goodwood Capital Limited,$0.030,$0.000 / 0.00%,0,$0.00,"$1,002,294"
SPG,Stride Property Ltd & Stride Investment Management Ltd (NS),$2.630,-$0.020 / -0.75%,"476,892","$1,259,366.16","$1,244,608,110"
SPN,South Port New Zealand Limited,$9.430,$0.030 / 0.32%,793,"$7,607.82","$247,395,088"
SUM,Summerset Group Holdings Limited,$15.020,$0.000 / 0.00%,"71,217","$1,071,407.86","$3,448,695,232"
STU,Steel & Tube Holdings Limited,$1.090,-$0.010 / -0.91%,"77,956","$85,000.89","$180,937,319"
TAH,Third Age Health Services Limited,$2.300,$0.000 / 0.00%,701,"$1,612.27","$22,425,000"
SPK,Spark New Zealand Limited,$4.825,$0.005 / 0.10%,"785,240","$3,805,889.83","$9,008,878,574"
TNZ,Smartshares NZ Top 10 ETF,$2.159,$0.002 / 0.09%,"39,270","$84,665.81","$168,146,316"
TPW,Trustpower Limited,$7.600,-$0.160 / -2.06%,"59,651","$456,943.09","$2,378,594,800"
TRU,TruScreen Group Limited,$0.061,-$0.002 / -3.17%,"802,622","$49,105.35","$22,134,841"
VTL,Vital Limited,$0.720,$0.000 / 0.00%,"13,253","$9,451.23","$29,794,234"
TGG,T&G Global Limited,$2.970,$0.020 / 0.68%,559,"$1,660.22","$363,953,316"
TWF,Smartshares Total World ETF,$2.997,-$0.023 / -0.76%,"30,377","$91,316.79","$139,113,412"
TWH,Smartshares Total World (NZD Hedged) ETF,$3.339,-$0.018 / -0.54%,"7,239","$24,232.55","$76,763,039"
TWR,Tower Limited,$0.690,$0.000 / 0.00%,"355,347","$245,363.84","$290,936,608"
USA,Smartshares US Equities ESG ETF,$3.015,$0.009 / 0.30%,"16,924","$50,942.84","$52,707,524"
USF,Smartshares US 500 ETF,$11.554,-$0.081 / -0.70%,"24,717","$286,851.22","$425,036,929"
USG,Smartshares US Large Growth ETF,$8.335,-$0.095 / -1.13%,"22,802","$190,682.14","$185,861,048"
USM,Smartshares US Mid Cap ETF,$6.844,-$0.071 / -1.03%,"4,466","$30,648.28","$100,830,907"
USS,Smartshares US Small Cap ETF,$6.276,-$0.009 / -0.14%,"15,658","$97,478.43","$88,546,270"
USV,Smartshares US Large Value ETF,$3.938,-$0.016 / -0.40%,"3,314","$13,085.49","$73,082,097"
VCT,Vector Limited (NS),$4.070,-$0.070 / -1.69%,"59,651","$243,832.36","$4,070,000,000"
VGL,Vista Group International Limited,$2.410,$0.000 / 0.00%,"53,695","$129,582.22","$551,443,697"
AFC,AFC Group Holdings Limited,$0.001,$0.000 / 0.00%,0,$0.00,"$3,664,216"
TRA,Turners Automotive Group Limited,$4.490,$0.080 / 1.81%,"110,613","$489,455.19","$386,450,924"
WDT,Wellington Drive Technologies Limited,$0.134,$0.004 / 3.08%,"404,410","$54,153.39","$57,876,559"
WHS,The Warehouse Group Limited,$3.860,-$0.020 / -0.52%,"83,148","$322,784.79","$1,338,814,443"
ZEL,Z Energy Limited,$3.510,$0.010 / 0.29%,"835,358","$2,932,803.07","$1,825,680,761"
